,final_cell_type_B cells,final_cell_type_CD4,final_cell_type_CD4 Treg,final_cell_type_CD8,final_cell_type_Collagen CAF,final_cell_type_IDO_CD4,final_cell_type_IDO_CD8,final_cell_type_IFN CAF,final_cell_type_Ki67_CD4,final_cell_type_Ki67_CD8,final_cell_type_PD1 CD4,final_cell_type_PDPN CAF,final_cell_type_SMA CAF,final_cell_type_TCF1/7 CD4,final_cell_type_TCF1/7 CD8,final_cell_type_dCAF,final_cell_type_endothelial,final_cell_type_high endothelial venules (HEV),final_cell_type_hypoxic CAF,final_cell_type_hypoxic tCAF,final_cell_type_iCAF,final_cell_type_lymphatic endothelial,final_cell_type_mCAF,final_cell_type_myeloid,final_cell_type_neutrophils,final_cell_type_tCAF,final_cell_type_vCAF,roi_id
final_cell_type_Collagen CAF,-0.39407772589459933,0.0,0.0,0.0,-0.32112116818433417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7713678160584226,0.0,0.0,-0.47036226165132183,-0.5926240540387842,0.0,0.0,0.0,-0.42668279335861836,0.0,-0.8752873259587771,-0.5944218325790432,-0.500308711770872,0.0,-0.7050126214341365,NSCLC_ALL_175_A_A1_12
final_cell_type_IDO_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_12
final_cell_type_IDO_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_12
final_cell_type_IFN CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07500679012999201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05350627089315429,0.0,0.0,-0.101011645509189,NSCLC_ALL_175_A_A1_12
final_cell_type_Ki67_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_12
final_cell_type_Ki67_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_12
final_cell_type_PD1 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_12
final_cell_type_PDPN CAF,0.0,0.0,0.0,0.0,-0.17222949637147536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22483844184060992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_12
final_cell_type_SMA CAF,-0.6574941455075806,0.0,0.0,0.0,-0.7898511102140805,0.0,0.0,-0.07500679012999201,0.0,0.0,0.0,0.0,0.02604272537357003,0.0,0.0,-0.6623217537274126,-0.5171264188899825,0.0,0.0,0.0,-0.5364180536350079,0.0,-0.3818410119059041,-0.6930927346360554,0.0,0.0,-0.5493787387666602,NSCLC_ALL_175_A_A1_12
final_cell_type_TCF1/7 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_12
final_cell_type_TCF1/7 CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_12
final_cell_type_dCAF,-0.548865844833652,0.0,0.0,0.0,-0.4339330992355106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6068046653676071,0.0,0.0,-0.35169528904409897,-0.40816046378033494,0.0,0.0,0.0,0.0,0.0,-0.030510052461803862,-0.39228561851818705,0.0,0.0,-0.6464427842103028,NSCLC_ALL_175_A_A1_12
final_cell_type_endothelial,-0.684563559118472,0.0,0.0,0.0,-0.5621348471343739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4871632907525681,0.0,0.0,-0.3733984430280828,0.12130161318121845,0.0,0.0,0.0,0.0,0.0,-0.06934729641548515,-0.12140119780120007,-0.09683979369290664,0.0,0.04721405908152517,NSCLC_ALL_175_A_A1_12
final_cell_type_high endothelial venules (HEV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_12
final_cell_type_hypoxic CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_12
final_cell_type_hypoxic tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_12
final_cell_type_iCAF,0.0,0.0,0.0,0.0,-0.3017443467565021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5364180536350079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08545824931066154,NSCLC_ALL_175_A_A1_12
final_cell_type_lymphatic endothelial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_12
final_cell_type_mCAF,-0.30910192029034045,0.0,0.0,0.0,-0.8752873259587771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4398328094228232,0.0,0.0,-0.5076303753789188,-0.4672865408603336,0.0,0.0,0.0,0.0,0.0,0.20714166251472382,-0.07147825866848753,0.0,0.0,0.014739943019890057,NSCLC_ALL_175_A_A1_12
final_cell_type_myeloid,0.012408601468613221,0.0,0.0,0.0,-0.5566334139306996,0.0,0.0,0.05350627089315429,0.0,0.0,0.0,0.0,-0.7900022120734398,0.0,0.0,-0.9151618631913966,-0.35184971712643603,0.0,0.0,0.0,0.06895679550832107,0.0,-0.19641682461305882,0.3664309604841823,0.0,0.0,-0.3000852855874059,NSCLC_ALL_175_A_A1_12
final_cell_type_neutrophils,0.35274093108587584,0.0,0.0,0.0,-0.500308711770872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09683979369290664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_12
final_cell_type_tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_12
final_cell_type_vCAF,-1.0477050755813309,0.0,0.0,0.0,-0.687638611713611,0.0,0.0,-0.101011645509189,0.0,0.0,0.0,0.0,-0.5351383492885762,0.0,0.0,-1.0724083096651076,0.009425533606334623,0.0,0.0,0.0,-0.08545824931066154,0.0,0.014739943019890057,-0.2379374943987898,0.0,0.0,0.22805835874859806,NSCLC_ALL_175_A_A1_12
final_cell_type_B cells,-0.2638091757105827,0.0,0.0,-0.44382437220830007,0.0,0.0,0.0,0.0,0.0,-0.5068352001476578,0.0,-0.8058208933694716,-0.41967432691225914,0.0,0.0,-0.8342582722579471,-0.3916430988406265,0.0,0.0,0.0,-0.009258875160691963,0.0,-0.30681536569219103,-0.6451341143281039,0.0,0.0,-1.148834787104529,NSCLC_ALL_175_A_A1_13
final_cell_type_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_13
final_cell_type_CD4 Treg,0.0,0.0,0.0,-0.3476414489526749,0.0,0.0,0.0,0.764175909967896,0.0,0.3817640035391697,0.0,0.0,-0.6100095709617617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_13
final_cell_type_CD8,-0.5263590076930202,0.0,-0.3476414489526749,-0.44444387340813973,0.0,0.0,0.0,-0.45720264571249636,0.0,-0.4006413708651089,0.0,-0.6995673565841437,-0.4070740355556552,0.0,0.0,-0.6030741917695147,-0.2851985767821091,0.0,0.0,0.0,-0.37949658100300665,0.0,-0.5364141868534,-0.4310814700160922,-1.0842107656219508,0.0,-0.6166272457531218,NSCLC_ALL_175_A_A1_13
final_cell_type_Collagen CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5930015000367944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7572928763159488,0.0,0.6385399583425492,NSCLC_ALL_175_A_A1_13
final_cell_type_IDO_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_13
final_cell_type_IDO_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_13
final_cell_type_IFN CAF,0.0,0.0,0.764175909967896,-0.45720264571249636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5467099929410022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.658725201097585,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_13
final_cell_type_Ki67_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_13
final_cell_type_Ki67_CD8,-0.5068352001476578,0.0,0.3817640035391697,-0.4006413708651089,0.0,0.0,0.0,-0.012126764058968452,0.0,0.04698828006944026,0.0,0.0,-0.42368313490561227,0.0,0.0,-0.15682599023328653,0.0,0.0,0.0,0.0,0.3513492475052302,0.0,0.0361924389519937,-0.6020206297408519,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_13
final_cell_type_PD1 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_13
final_cell_type_PDPN CAF,-0.8058208933694716,0.0,0.0,-0.6995673565841437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17105252778338836,-0.33696231521798004,0.0,0.0,0.14304753032818532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2320305403824607,-0.03914595639002069,0.0,0.0,NSCLC_ALL_175_A_A1_13
final_cell_type_SMA CAF,-0.4186059540687899,0.0,-0.6100095709617617,-0.4061904271649486,-0.717939669539054,0.0,0.0,-0.435559886145564,0.0,-0.39857247904391757,0.0,-0.33696231521798004,-0.2428809218403585,0.0,0.0,-0.38281896072830046,-0.32818666607650393,0.0,-1.4652650858323906,0.0,-0.5452394820648275,0.0,-0.3810806537019094,-0.5212981678202664,-0.4334031187338693,0.0,-0.5302822530857394,NSCLC_ALL_175_A_A1_13
final_cell_type_TCF1/7 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_13
final_cell_type_TCF1/7 CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_13
final_cell_type_dCAF,-0.6581680015774279,0.0,0.0,-0.7280123479650458,0.0,0.0,0.0,0.0,0.0,-0.15682599023328653,0.0,0.14304753032818532,-0.4009171382004985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00851042541101851,-0.80453051261357,0.2339913571908746,0.0,0.0,NSCLC_ALL_175_A_A1_13
final_cell_type_endothelial,-0.3916430988406265,0.0,0.0,-0.2851985767821091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4830882297896931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_13
final_cell_type_high endothelial venules (HEV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_13
final_cell_type_hypoxic CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5322097624747137,0.0,0.0,0.0,0.0,0.0,0.8767912640896006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_13
final_cell_type_hypoxic tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_13
final_cell_type_iCAF,-0.009258875160691963,0.0,0.0,-0.37949658100300665,0.0,0.0,0.0,0.0,0.0,0.3513492475052302,0.0,0.0,-0.5452394820648275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_13
final_cell_type_lymphatic endothelial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_13
final_cell_type_mCAF,-0.4207584539279733,0.0,0.0,-0.5364141868534,0.0,0.0,0.0,0.0,0.0,-0.04298872718182277,0.0,0.0,-0.3856763942804689,0.0,0.0,0.00851042541101851,0.0,0.0,0.0,0.0,0.0,0.0,-0.4517249917674112,-0.692033793180381,-0.34860571548432046,0.0,0.0,NSCLC_ALL_175_A_A1_13
final_cell_type_myeloid,-0.6798960607283129,0.0,-0.249092517808822,-0.4398553704086357,0.0,0.0,0.0,-0.48263460180586276,0.0,-0.6020206297408519,0.0,-0.2989772065140459,-0.49599238420017877,0.0,0.0,-1.1055577393382252,-0.6630386948667316,0.0,0.0,0.0,0.0,0.0,-0.612852903310708,0.14285217495099778,-0.507573775444726,0.0,-0.5170498906651257,NSCLC_ALL_175_A_A1_13
final_cell_type_neutrophils,0.0,0.0,0.0,-1.0842107656219508,0.7572928763159488,0.0,0.0,0.0,0.0,0.0,0.0,-0.03914595639002069,-0.349857273453847,0.0,0.0,0.2339913571908746,0.0,0.0,0.0,0.0,0.0,0.0,-0.34860571548432046,-0.507573775444726,0.0,0.0,0.22068935555232752,NSCLC_ALL_175_A_A1_13
final_cell_type_tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_13
final_cell_type_vCAF,-1.148834787104529,0.0,0.0,-0.7415653835501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6241864005139653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6419881511574992,0.22068935555232752,0.0,0.08827226625280443,NSCLC_ALL_175_A_A1_13
final_cell_type_B cells,0.11274588782202792,0.0,0.28720104359385296,-0.19510295827813812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10740301264798811,-0.596339308421387,0.0,0.0,-0.5075091660190126,-0.7163976134720664,0.0,0.0,0.0,0.0,0.0,0.0,-0.5411890053945353,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_14
final_cell_type_CD4,0.0,0.0,0.0,0.0,0.5885502470306953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_14
final_cell_type_CD4 Treg,-0.013828727897204712,0.0,0.0,0.0,0.0,0.0,0.0,-0.17548191591641896,0.0,0.0,0.0,-0.4353408572136291,-0.6631651711554662,0.0,0.0,0.0,-0.6177933193692897,0.0,0.0,0.0,0.0,0.0,0.0,-0.3909508150718964,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_14
final_cell_type_CD8,-0.19510295827813812,0.0,0.07524740507923093,0.0,-0.22208682169680213,0.0,0.2263661595110086,-0.6590501564639772,0.0,0.0,0.0,-0.9201675588931812,-0.46810543101579816,0.0,0.0,-0.7182986943640746,-0.6260275581017647,0.0,0.0,0.0,0.0,0.0,0.0,-0.8767452432381221,0.08924258638722717,0.0,-0.4105464926207737,NSCLC_ALL_175_A_A1_14
final_cell_type_Collagen CAF,0.0,0.5885502470306953,0.0,-0.22208682169680213,0.26230377778997194,0.0,0.0,-0.17341119813130618,0.0,0.2705476863029588,0.0,0.0,-1.3619927492075972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3235847042639529,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_14
final_cell_type_IDO_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_14
final_cell_type_IDO_CD8,0.0,0.0,0.0,0.40245733260658445,0.0,0.0,0.0,-0.3263502142669508,0.0,0.0,0.0,-0.5867597881736097,-0.5141473075089648,0.0,0.0,0.0,-0.4684137527509429,0.0,0.0,0.0,0.0,0.0,0.24882584999502394,-1.0199117516922538,0.4147918351294539,0.0,0.0,NSCLC_ALL_175_A_A1_14
final_cell_type_IFN CAF,0.0,0.0,-0.17548191591641896,-0.3580211511870786,-0.4744405463617599,0.0,-0.3263502142669508,-0.6114198736583337,0.0,0.0,0.0,-0.8728092450479019,-0.44906612989964534,0.0,0.0,-0.4946545860961648,-0.5118358133774673,0.0,0.0,0.0,0.0,-0.2338244436256937,0.0,-0.6077474433735476,0.0,0.0,-0.6641913005803411,NSCLC_ALL_175_A_A1_14
final_cell_type_Ki67_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_14
final_cell_type_Ki67_CD8,0.0,0.0,0.0,0.0,0.2705476863029588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3479047290078209,0.0,0.0,-0.22025536528822914,-0.30257354869730657,0.0,0.0,0.0,0.0,0.0,0.0,-0.5528291029877155,0.0,0.0,-0.3887986786228383,NSCLC_ALL_175_A_A1_14
final_cell_type_PD1 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_14
final_cell_type_PDPN CAF,-0.10740301264798811,0.0,0.0,-0.9201675588931812,0.0,0.0,-0.5867597881736097,-1.173836000361779,0.0,0.0,0.0,-0.07366003446509024,-0.531481007798042,0.0,0.0,-0.5342403324352097,-1.1414184982713589,0.0,0.0,0.0,0.0,-0.19289003179670833,-0.5916490960452049,-0.5269896022165951,0.0,0.2081727051020787,-0.5577462483085491,NSCLC_ALL_175_A_A1_14
final_cell_type_SMA CAF,-0.7083125636170101,-1.0172253002783136,-0.5839842583795122,-0.3859188948482953,-0.8848781577843484,0.0,-0.5141473075089648,-0.3780029584333303,0.0,-0.3479047290078209,0.0,-0.531481007798042,-0.12104415483403107,0.0,0.0,-0.48045343977059446,-0.22293456105812526,0.0,0.0,0.0,0.0,-0.04075803846316773,-0.37292487175486994,-1.057775740379447,-0.5028062743145592,0.0,-0.2043277792771617,NSCLC_ALL_175_A_A1_14
final_cell_type_TCF1/7 CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_14
final_cell_type_TCF1/7 CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_14
final_cell_type_dCAF,-0.5075091660190126,0.0,0.0,-0.4172698338509405,0.0,0.0,0.0,-0.6707451668725471,0.0,0.08077426978892148,0.0,-0.5342403324352097,-0.559634423234609,0.0,0.0,-0.7300827861262482,-0.41632171880941343,0.0,0.0,0.0,0.0,0.0,0.0,-0.7129073023386661,0.0,0.0,-0.422527376832311,NSCLC_ALL_175_A_A1_14
final_cell_type_endothelial,-0.8924877423379983,0.0,-0.6177933193692897,-0.4041795427832098,0.0,0.0,-0.7694424713957281,-0.5118358133774673,0.0,-0.12648258020224326,0.0,-1.0164812653020194,-0.2375868240306424,0.0,0.0,-0.41632171880941343,-0.2219457308969608,0.0,0.0,0.0,0.0,-0.6764705347114555,-0.47330924861584045,-1.0112233856925004,-0.30257354869730657,0.0,-0.09463492211610512,NSCLC_ALL_175_A_A1_14
final_cell_type_high endothelial venules (HEV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_14
final_cell_type_hypoxic CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_14
final_cell_type_hypoxic tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_14
final_cell_type_iCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_14
final_cell_type_lymphatic endothelial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2338244436256937,0.0,0.0,0.0,-0.19289003179670833,-0.16569661606272068,0.0,0.0,0.0,-0.6764705347114555,0.0,0.0,0.0,0.0,0.0,0.0,-0.9268298204757792,0.0,0.0,-0.46151372431430815,NSCLC_ALL_175_A_A1_14
final_cell_type_mCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.24882584999502394,0.0,0.0,0.0,0.0,-0.5916490960452049,-0.40510947628279004,0.0,0.0,0.0,-0.47330924861584045,0.0,0.0,0.0,0.0,0.0,0.0,-0.7237846961202309,0.4100652578346111,0.0,0.04284644182977946,NSCLC_ALL_175_A_A1_14
final_cell_type_myeloid,-0.49003665072356156,0.0,-0.3909508150718964,-1.0528348673653902,-0.867650461394541,0.0,-1.0199117516922538,-0.5663549182223839,0.0,-0.5528291029877155,0.0,-0.568382141233226,-1.0422637482677322,0.0,0.0,-0.667150036006963,-1.1495244126214468,0.0,0.0,0.0,0.0,-0.6258016595962596,-0.7237846961202309,-0.13621188980865812,-0.8538575476486934,-0.046734782314831746,-1.1378840743353338,NSCLC_ALL_175_A_A1_14
final_cell_type_neutrophils,0.0,0.0,0.0,0.08924258638722717,0.0,0.0,0.4147918351294539,0.0,0.0,0.0,0.0,0.0,-0.3936621120590863,0.0,0.0,0.0,-0.30257354869730657,0.0,0.0,0.0,0.0,0.0,0.4100652578346111,-0.8538575476486934,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_14
final_cell_type_tCAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09285702164910432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.046734782314831746,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_14
final_cell_type_vCAF,0.0,0.0,0.0,-0.586637192819669,0.0,0.0,0.0,-0.6641913005803411,0.0,-0.08776921452004097,0.0,-0.5577462483085491,-0.2595504760709423,0.0,0.0,-0.2975889274685895,-0.10887534322965992,0.0,0.0,0.0,0.0,-0.46151372431430815,0.04284644182977946,-1.0587038225881509,0.0,0.0,-0.13985518393734925,NSCLC_ALL_175_A_A1_14
final_cell_type_B cells,0.5492546800334208,0.0,0.0,0.0,-0.5478126194878553,0.0,0.0,0.0,0.0,0.0,0.0,-0.8322671478968585,-0.46928390628593597,0.0,0.0,0.0,-0.9554985307663939,0.0,0.0,0.0,0.0,0.0,-0.125897642038447,-0.16542054219067753,-0.20319158051662156,0.0,-0.8372149677805518,NSCLC_ALL_175_A_A1_15
final_cell_type_CD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_15
final_cell_type_CD4 Treg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_15
final_cell_type_CD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSCLC_ALL_175_A_A1_15
